시군명,관광정보명,소재주소,전화번호,데이터기준일자,정제WGS84위도,정제WGS84경도
의왕시,하우현 성당,경기도 의왕시 청계동 201,031-426-8921,2021/03/05,37.39597478,127.0237413
의왕시,모락산성,경기도 의왕시 내손동 산 122번지,,2021/03/05,37.36920001,126.9765105
의왕시,한익모 선생묘,경기도 의왕시 월암동 산 27-1,031-345-2533,2021/03/05,37.30709652,126.9586424
의왕시,채세영선생묘 및 신도비,경기도 의왕시 포일동 산12,031-345-2533,2021/03/05,37.39730539,126.9979694
의왕시,안자묘,경기도 의왕시 왕곡동 산 4-1번지,031-345-2533,2021/03/05,37.34991257,127.0078866
의왕시,정인섭동요비,경기도 의왕시 청계동 산11 천주교 공원묘지 내,031-458-3452,2021/03/05,,
의왕시,사근행궁터,경기도 의왕시 사그내길 11,031-345-2533,2021/03/05,37.34786437,126.9759252
의왕시,갈미한글공원,경기도 의왕시 문화예술로 일원(내손동 207번지),031-345-2533,2021/03/05,,
과천시,보광사 목조여래좌상,경기도 과천시 교육원로 41 보광사 내,,2021/03/05,37.42278948,126.9847839
과천시,과천관악사지,경기도 과천시 중앙동 산12-1 중앙동 산12-9,,2021/03/05,,
과천시,시흥 문원리 삼층석탑,경기도 과천시 교육원로 41,,2021/03/05,37.42278948,126.9847839
과천시,역대 현감비석군,경기도 과천시 관악산길 58,,2021/03/05,37.43608282,126.9926959
성남시,망경암 마애여래좌상,경기도 성남시 수정구 태평로 55번길 72,,2021/03/05,37.45355143,127.1371981
고양시,행주산성,경기도 고양시 덕양구 행주내동 산 26,031-8075-4642,2021/03/05,,
포천시,지장산,경기도 포천시 관인면 중리 산251-1,031-538-4652,2021/03/05,,
포천시,포천고모리산성,경기도 포천시 소흘읍 고모리 산 64,031-538-2106,2021/03/05,37.78856229,127.1574706
평택시,평택원정리봉수대,경기도 평택시 포승읍 원정리 109-54,031-655-2002,2021/03/05,,
이천시,설봉산성,경기도 이천시 사음동 산24,031-644-2114,2021/03/05,37.28693943,127.4186919
오산시,독산성 세마대지,경기도 오산시 지곶동 155,031-8036-7604,2021/03/05,37.18260807,127.0188956
연천군,연천호로고루,경기도 연천군 장남면 원당리 1258,031-839-2144,2021/03/05,37.98575469,126.8595593
김포시,문수산성,경기도 김포시 월곶면 문수산로 102-38,031-920-2965,2021/03/05,37.73782684,126.5308936
여주시,파사성,경기도 여주시 대신면 천서리 산9,031-887-3562,2021/03/05,37.41050638,127.5488059
양주시,양주대모산성,경기도 양주시 백석읍 방성리 789 일원,,2021/03/05,37.7868976,127.0102383
안성시,무양산성(무한성),경기도 안성시 일죽면 금산리 산48,031-678-2504,2021/03/05,37.05613413,127.4886842
안성시,금광산성,경기도 안성시 금광면 금광리 산64,031-677-1330,2021/03/05,36.99533498,127.3228381
연천군,당포성,경기도 연천군 미산면 동이리 778,031-839-2289,2021/03/05,38.02345395,126.9854798
안산시,청문당,경기도 안산시 상록구 청곡길 77,031-481-3437,2021/03/05,37.33940401,126.8729136
안산시,고송정지,경기도 안산시 화정동 산58,031-481-3437,2021/03/05,37.35908278,126.8351592
동두천시,요석공주별궁지,경기도 동두천시 상봉암동 산1-1번지,031-860-2064,2021/03/05,37.94593626,127.0693244
김포시,갑곶나루선착장,경기도 김포시 월곶면 성동리 271-22,031-980-2741,2021/03/05,37.73361832,126.5268452
시흥시,시흥 방산동 청자와 백자 요지,경기도 시흥시 방산동 370-1외,031-310-2936,2021/03/05,37.41435591,126.7738236
김포시,월곶면민만세운동유적비,경기도 김포시 월곶면 김포대로 2857-39,031-980-5345,2021/03/05,37.71745385,126.5359471
광주시,개원사지,경기도 광주시 남한산성로 731-73,031-741-8829,2021/03/05,37.47448505,127.1857395
고양시,벽제관지,경기도 고양시 덕양구 벽제관로 34-16,031-8075-3396,2021/03/05,37.70456014,126.9009447
하남시,현충탑,경기도 하남시 창우동 461-9,031-790-6114,2021/03/05,37.52999084,127.2359702
이천시,이천 신대리 백송,경기도 이천시 백사면 신대리 산32번지 외 7필,031-644-2114,2021/03/05,37.3200145,127.4605373
이천시,반룡송,경기도 이천시 백사면 도립리 201-1,031-644-2114,2021/03/05,37.34054406,127.4754336
연천군,연천심원사지,경기도 연천군 신서면 동내로970번길 32-268,031-839-2061,2021/03/05,38.1284059,127.1527664
여주시,고달사지,경기도 여주시 북내면 상교리 411-1,031-887-3587,2021/03/05,37.39373742,127.6524637
양평군,세심정,경기도 양평군 용문면 덕촌리 산 137,031-770-2474,2021/03/05,,
양주시,회암사지,경기도 양주시 회암사길 11,031-8082-4187,2021/03/05,37.84121529,127.1029731
안성시,최규서어서각,경기도 안성시 원곡면 만리길 35,031-677-1330,2021/03/05,37.0589833,127.1465763
안성시,입사장,경기도 안성시 보개면 기좌리 257,031-676-2592,2021/03/05,37.03771094,127.2879025
파주시,반구정,경기도 파주시 문산읍 반구정로 85번길 3,031-940-5831,2021/03/05,37.86785023,126.7527111
파주시,화석정,경기도 파주시 파평면 화석정로 152-72,031-940-5831,2021/03/05,37.88767739,126.8054944
안성시,안성객사,경기도 안성시 보개면 종합운동장로 205,031-678-2502,2021/03/05,37.01505336,127.3225017
양주시,금화정,경기도 양주시 부흥로 1399번길 15,,2021/03/05,37.78567608,127.0294511
남양주시,다산유적지,경기도 남양주시 조안면 다산로747번길 11,031-590-2837,2021/03/05,37.51627604,127.2990516
연천군,은대리 물거미서식지,경기도 연천군 전곡읍 은대리 693-18 일원,031-839-2061,2021/03/05,38.04378384,127.0601946
포천시,금수정,경기도 포천시 창수면 오가리 546,031-532-5015,2021/03/05,38.0158147,127.1875202
하남시,하남시상사창동연자마,경기도 하남시 상사창동 346-2,031-790-5116,2021/03/05,37.49310423,127.1904776
화성시,제암리 3·1운동순국기념관,경기도 화성시 향남읍 제암길 50,031-369-1663,2021/03/05,37.12630392,126.8915961
안산시,오정각,경기도 안산시 화정동 29,031-481-3437,2021/03/05,37.35999661,126.8315225
고양시,원흥동 신라말 고려초기 청자요,경기도 고양시 덕양구 원흥동 산88,031-961-2201,2021/03/05,,
동두천시,어유소장군생가,경기도 동두천시 지행동 255-4,031-860-2064,2021/03/05,,
고양시,북한산 중흥사지,경기도 고양시 덕양구 대서문길 393,,2021/03/05,37.64617312,126.9769536
양주시,임꺽정생가터,경기도 양주시 유양동 576-1　,,2021/03/05,37.78750862,127.0237932
안성시,안성정무공오정방고택,경기도 안성시 양성면 덕봉길 68-14,031-678-2502,2021/03/05,37.04655463,127.1857468
양평군,화서이항로생가,경기도 양평군 서종면 화서1로 239,031-774-5326,2021/03/05,37.63942332,127.4270959
양평군,김병호 고가,경기도 양평군 용문면 오촌리 181번지,031-770-2473,2021/03/05,37.53519995,127.5861588
여주시,명성황후생가,경기도 여주시 여주읍 명성로 71,031-881-9730,2021/03/05,37.25990301,127.6541067
의정부시,서계 박세당 사랑채,경기도 의정부시 동일로128번길 36,031-828-2156,2021/03/05,37.70028555,127.0575681
평택시,민세안재홍생가,경기도 평택시 고덕면 계루지1길 7,031-665-3365,2021/03/05,37.05720937,127.0189611
시흥시,생금집,경기도 시흥시 죽율로 45-32,031-310-6702,2021/03/05,37.35059383,126.7582753
남양주시,궁집,경기도 남양주시 평내로 9,031-1600-0064,2021/03/05,37.6443217,127.2309106
성남시,봉국사 목조아미타여래좌상,경기도 성남시 수정구 태평로 79,,2021/03/05,37.45048992,127.1352909
용인시,약천남구만 묘소,경기도 용인시 처인구 모현읍 초부리 90-7,,2021/03/05,37.31534576,127.2445113
용인시,용인 서리 고려백자요지,"경기도 용인시 처인구 이동면 중덕로 7, 외 (서리)",,2021/03/05,37.20420497,127.1760678
용인시,서봉사 현오국사탑비,경기도 용인시 수지구 신봉동 서봉사지,,2021/03/05,,
용인시,용인 미평리 약사여래입상,경기도 용인시 처인구 원삼면 미평리,,2021/03/05,,
용인시,용덕사 석조여래입상,경기도 용인시 처인구 이동읍 묵리,,2021/03/05,,
의왕시,청계사 조정숙공사당기비,경기도 의왕시 청계동11,031-426-2670,2021/03/05,37.41207254,127.0348718
의왕시,청계사 동종 및 목판,경기도 의왕시 청계동 11,031-429-2670,2021/03/05,37.41207254,127.0348718
수원시,수원광주이씨고택수원광주이씨고택,경기도 수원시 장안구 파장천로 56-9 (파장동),,2021/03/05,37.30975694,126.9974053
수원시,서북공심돈,경기도 수원시 장안구 영화동 372-1,,2021/03/05,37.28587648,127.0093322
광주시,현절사,경기도 광주시 남한산성로 732-42,031-760-4821,2021/03/05,37.47793194,127.1905431
김포시,통진향교,경기도 김포시 월곶면 군하로 288-21,031-989-4207,2021/03/05,37.7169566,126.5501928
광주시,청량당,경기도 광주시 중부면 산성리 815-2,031-760-4822,2021/03/05,37.47974631,127.1761764
용인시,충렬서원,경기도 용인시 처인구 모현읍 충렬로 9-19,031-324-2147,2021/03/05,37.34108377,127.1701182
고양시,고양향교,경기도 고양시 덕양구 대양로285번길 33-13 (고양동),031-8075-3396,2021/03/05,37.70373637,126.8949503
안산시,이익선생묘소,경기도 안산시 상록구 일동 555,031-481-3437,2021/03/05,37.31611871,126.8598816
남양주시,순강원,경기도 남양주시 진접읍 내각2로 84-31,031-563-2909,2021/03/05,37.71217275,127.1573387
동두천시,삼충단,경기도 동두천시 상패동 894,031-860-2064,2021/03/05,37.9131,127.0210994
광주시,곤지암,경기도 광주시 곤지암읍 곤지암로 72,031-760-4822,2021/03/05,37.34954629,127.3387438
광명시,이순신묘,경기도 광명시 일직동 산 26-7,02-2680-6142,2021/03/05,37.42310733,126.8779008
고양시,고려공양왕릉,경기도 고양시 덕양구 원당동 산65-6,031-909-9000,2021/03/05,37.67987615,126.838838
평택시,원균장군묘,경기도 평택시 도일동 산 82,031-659-6018,2021/03/05,37.05504652,127.1071443
파주시,윤관장군묘,경기도 파주시 광탄면 혜음로 930,031-947-3330,2021/03/05,37.76766367,126.8552586
파주시,이이선생묘,경기도 파주시 법원읍 자운서원로 204,031-958-1749,2021/03/05,37.86613508,126.870989
파주시,허준선생묘,경기도 파주시 진동면 구암로 205,031-940-5831,2021/03/05,37.92859662,126.8148497
구리시,나만갑선생신도비,경기도 구리시 사노동 산163,031-550-2546,2021/03/05,37.63464246,127.135116
남양주시,다산정약용묘,경기도 남양주시 조안면 다산로747번길 11,031-590-2481,2021/03/05,37.51627604,127.2990516
양평군,한음이덕형선생묘,경기도 양평군 양서면 목왕리 산 82-1,031-770-2474,2021/03/05,37.55332179,127.3691286
안성시,바우덕이묘,경기도 안성시 서운면 성진로 1279-76,031-678-2502,2021/03/05,36.90893727,127.2758698
고양시,최영장군묘,경기도 고양시 덕양구 대자동 산70-2,031-8075-3396,2021/03/05,37.70124005,126.8859511
광명시,광명 영회원,경기도 광명시 노온사동 산 141-20,02-2680-6142,2021/03/05,37.43960468,126.861873
구리시,명빈묘,경기도 구리시 아천동 산14,031-550-2546,2021/03/05,37.57059371,127.1161558
수원시,동북공심돈,경기도 수원시 장안구 연무동 산21-8,031-228-3643,2021/03/05,37.28943373,127.0245004
수원시,창성사지 진각국사탑비,경기도 수원시 팔달구 수원천로392번길 372(매향동),,2021/03/05,,
수원시,화홍문,경기도 수원시 팔달구 북수동 420,031-251-4435,2021/03/05,37.28851589,127.0164145
수원시,화성행궁,경기도 수원시 팔달구 정조로 825,031-2287-4410,2021/03/05,37.28188483,127.0143989
수원시,장안문,경기도 수원시 팔달구 정조로 910,031-228-4480,2021/03/05,37.28887902,127.0142524
수원시,서장대,경기도 수원시 팔달구 남창동 55-23,,2021/03/05,37.28059641,127.0102226
포천시,포천영송리선사유적,경기도 포천시 영중면 영송리 158-2,031-538-2106,2021/03/05,38.00945388,127.2242716
파주시,파주 가월리 및 주월리 구석기유적,"경기도 파주시 적성면 가월리 산95-6외, 주월리 309외",031-940-4354,2021/03/05,,
연천군,전곡선사박물관,경기도 연천군 전곡읍 평화로 443번길 2,031-830-5600,2021/03/05,38.01159257,127.0637688
부천시,고강동 선사유적지,경기도 부천시 고강동 산 90(고강동),,2021/03/05,37.52431043,126.8184096
용인시,처인성,경기도 용인시 남사면 아곡리 산43,031-324-3049,2021/03/05,37.14758689,127.168572
광주시,지수당,경기도 광주시 중부면 산성리 124-1,031-760-4821,2021/03/05,37.47596916,127.1893156
광주시,연무관,경기도 광주시 중부면 산성리 400-1,031-760-4821,2021/03/05,37.47819013,127.1864269
광주시,숭렬전,경기도 광주시 중부면 남한산성로780번길 41-20,,2021/03/05,37.48128505,127.180395
구리시,아차산일대보루군,경기도 구리시 우미내길 50-140,031-550-2546,2021/03/05,37.56419737,127.104731
광주시,남한산성 행궁,경기도 광주시 중부면 남한산성로 784-29,031-760-4821,2021/03/05,,
김포시,덕포진,경기도 김포시 대곶면 신안리 산105,031-980-2965,2021/03/05,37.65207538,126.5342332
광주시,수어장대,경기도 광주시 남한산성면 남한산성로780번길 107-65,,2021/03/05,,
안성시,칠장사,경기도 안성시 죽산면 칠장로 399-18,031-673-0776,2021/03/05,37.02632808,127.3967906
군포시,정난종선생묘및신도비외묘역일원,경기도 군포시 속달동 산3번지,,2021/03/05,,
군포시,김만기선생묘,경기도 군포시 대야미동 산1-12번지,,2021/03/05,,
군포시,전주이씨 안양군묘,경기도 군포시 산본동,,2021/03/05,,
군포시,동래정씨 동래군파 종가,경기도 군포시 속달동 24-4,,2021/03/05,37.33686149,126.9095782
평택시,평택덕목리성지,경기도 평택시 현덕면 덕목리 647-1,031-8024-3213,2021/03/05,36.94966606,126.9537979
평택시,수성군묘및사당,경기도 평택시 독곡동 산 53,031-8024-3213,2021/03/05,37.08350117,127.0674002
평택시,충의각,경기도 평택시 이충동 산 37-1,031-8024-3213,2021/03/05,,
평택시,한온장군충신정문,경기도 평택시 서탄면 금암리 594,031-8024-3213,2021/03/05,37.10939522,127.0330107
화성시,남양성모성지,경기도 화성시 남양성지로 112,031-356-5880,2021/03/05,37.20642794,126.8168689
시흥시,김치인 선생 묘,경기도 시흥시 안현동,031-310-6708,2021/03/05,,
가평군,이방실 장군묘,경기도 가평군 가평읍 하색리 산81,031-582-3238,2021/03/05,37.81048211,127.4867249
부천시,여월동 선사유적,경기도 부천시 여월동 산59(여월공원 內),,2021/03/05,,
안양시,석수동 마애종,경기도 안양시 만안구 석수동 산 32,,2021/03/05,37.41929682,126.9196708
안양시,삼막사 사적비,경기도 안양시 만안구 석수1동 241-54,,2021/03/05,37.43460973,126.9361431
안양시,비산동 도요지,경기도 안양시 동안구 비산동 산3-1 (서울농대 수목원내),,2021/03/05,,
안양시,안양사 귀부,경기도 안양시 만안구 석수동 산 27번지,,2021/03/05,,
안양시,중초사지 삼층석탑,경기도 안양시 만안구 석수동 212-1,,2021/03/05,37.4183799,126.9183187
안양시,석수동 석실분,경기도 안양시 만안구 석수1동 산236-9,,2021/03/05,,
안양시,수리산 성지,경기도 안양시 만안구 안양9동 산79,,2021/03/05,,
고양시,행주서원지,경기도 고양시 덕양구 행주산성로 127-17,031-909-9000,2021/03/05,37.5996043,126.8186257
과천시,과천향교,경기도 과천시 자하동길 18,02-502-2944,2021/03/05,37.43392338,126.9873187
하남시,교산동 건물지,경기도 하남시 교산동 78-3 일원,031-795-1020,2021/03/05,37.51940148,127.2030881
하남시,광주향교,경기도 하남시 대성로 126-13,031-790-5632,2021/03/05,37.52207404,127.1984185
포천시,화산서원,경기도 포천시 가산면 가산로 227-40,031-543-1580,2021/03/05,37.84164528,127.1756867
포천시,포천향교,경기도 포천시 군내면 청군로3274번길 37,031-535-3186,2021/03/05,37.88970273,127.2213426
파주시,자운서원,경기도 파주시 법원읍 자운서원로 204,031-958-1749,2021/03/05,37.86613508,126.870989
의정부시,노강서원,경기도 의정부시 동일로122번길 153,031-828-4334,2021/03/05,37.70015254,127.0629912
오산시,보적사,경기도 오산시 독산성로269번길 144,031-372-3433,2021/03/05,37.18361826,127.0197829
광명시,충현서원지,경기도 광명시 소하 2동 1084,02-898-0505,2021/03/05,37.43392901,126.877721
김포시,김포향교,경기도 김포시 북변중로25번길 38,031-984-8891,2021/03/05,37.62464812,126.7095636
여주시,여주향교,경기도 여주시 향교1길 28,031-887-3563,2021/03/05,37.28934663,127.6281621
양평군,지평향교,경기도 양평군 지평면 지평로 333,031-770-2474,2021/03/05,37.48097971,127.6371526
안성시,바우덕이사당,경기도 안성시 서운면 청룡길 128-29,031-677-1330,2021/03/05,36.91325735,127.2918994
안성시,안성향교,경기도 안성시 명륜동 118,031-675-0027,2021/03/05,37.01388688,127.2763974
용인시,심곡서원,경기도 용인시 수지구 심곡로 16-9,031-324-2147,2021/03/05,37.30576725,127.0766245
연천군,숭의전,경기도 연천군 미산면 숭의전로 382-27,031-839-2061,2021/03/05,38.0237126,126.9730165
포천시,용연서원,경기도 포천시 신북면 신평로72번길 1-13,031-538-2069,2021/03/05,,
남양주시,사릉,경기도 남양주시 진건읍 사릉로 180,031-573-8124,2021/03/05,37.64402562,127.1979601
김포시,장릉,경기도 김포시 장릉로 79,031-984-2897,2021/03/05,37.61075232,126.7126565
화성시,용주사,경기도 화성시 용주로 136,031-234-0040,2021/03/05,37.21178295,127.0056182
